feedback_id,ride_id,customer_id,rating,feedback_category,feedback_text,created_at
1895,7588,1688,4,pricing,"Good overall, but took a longer route.",2025-05-20 03:34:45.469134
1896,7593,2880,4,driver,"Good overall, but took a longer route.",2025-05-20 09:10:50.731093
1897,7597,4333,4,vehicle,"Good overall, but took a longer route.",2025-05-19 22:56:55.977005
1898,7604,2354,4,vehicle,Driver was okay but not very talkative.,2025-05-20 08:20:52.497850
1899,7605,2785,5,route,Clean car and smooth ride. Will use again!,2025-05-19 21:09:34.960646
1900,7610,1108,5,other,Excellent service! Driver was very professional.,2025-05-20 03:06:51.313054
1901,7617,435,4,other,"Good overall, but took a longer route.",2025-05-20 07:27:42.750331
1902,7619,1661,5,pricing,Perfect experience from start to finish.,2025-05-19 09:23:07.690221
1903,7629,423,4,driver,"Good overall, but took a longer route.",2025-05-19 23:22:06.493869
1904,7630,1091,5,driver,Excellent service! Driver was very professional.,2025-05-20 02:28:53.568693
1905,7633,2547,5,driver,Clean car and smooth ride. Will use again!,2025-05-20 10:31:37.882783
1906,7643,2408,4,driver,Driver was okay but not very talkative.,2025-05-19 20:04:15.545811
1907,7646,4047,4,pricing,Driver was okay but not very talkative.,2025-05-20 14:52:38.517299
1908,7647,2555,4,route,"Good overall, but took a longer route.",2025-05-20 11:01:19.632202
1909,7662,82,4,vehicle,Decent ride but car smelled like smoke.,2025-05-21 00:29:29.885702
1910,7664,1241,5,route,Clean car and smooth ride. Will use again!,2025-05-20 16:04:49.032652
1911,7675,896,3,route,Car was dirty and uncomfortable.,2025-05-20 12:12:57.764127
1912,7677,1390,4,pricing,"Good overall, but took a longer route.",2025-05-21 01:28:41.322163
1913,7682,1855,4,pricing,"Good overall, but took a longer route.",2025-05-21 18:22:17.615572
1914,7688,2927,5,route,Excellent service! Driver was very professional.,2025-05-20 10:32:39.549869
1915,7691,1087,4,pricing,Decent ride but car smelled like smoke.,2025-05-20 19:56:14.312774
1916,7694,4706,3,vehicle,Car was dirty and uncomfortable.,2025-05-20 14:56:43.549032
1917,7716,3746,5,other,Excellent service! Driver was very professional.,2025-05-20 15:02:34.040588
1918,7721,3920,5,vehicle,Perfect experience from start to finish.,2025-05-21 16:03:03.359101
1919,7735,475,4,other,Excellent service! Driver was very professional.,2025-05-21 01:10:44.278910
1920,7738,4843,4,route,"Good overall, but took a longer route.",2025-05-20 11:51:50.318648
1921,7740,702,4,pricing,"Good overall, but took a longer route.",2025-05-20 19:45:53.603695
1922,7741,3515,4,driver,"Good overall, but took a longer route.",2025-05-21 00:35:16.627478
1923,7743,281,6,pricing,Excellent service! Driver was very professional.,2025-05-20 18:43:09.088258
1924,7745,1566,4,vehicle,Decent ride but car smelled like smoke.,2025-05-21 15:03:44.884568
1925,7746,3567,6,driver,Perfect experience from start to finish.,2025-05-20 22:25:09.730575
1926,7747,2615,4,route,"Good overall, but took a longer route.",2025-05-21 06:39:29.534924
1927,7751,4205,4,other,"Good overall, but took a longer route.",2025-05-20 08:32:00.055439
1928,7752,1986,3,driver,Car was dirty and uncomfortable.,2025-05-20 17:21:47.182956
1929,7753,2966,3,route,Terrible experience. Driver was rude.,2025-05-21 02:48:21.397982
1930,7761,900,4,other,Driver was okay but not very talkative.,2025-05-20 09:12:55.812595
1931,7763,359,4,other,Perfect experience from start to finish.,2025-05-21 04:35:47.469760
1932,7765,3009,5,vehicle,Excellent service! Driver was very professional.,2025-05-21 07:58:10.074521
1933,7767,4697,4,pricing,Driver was okay but not very talkative.,2025-05-21 03:02:54.080846
1934,7772,687,4,route,Decent ride but car smelled like smoke.,2025-05-20 22:17:43.878541
1935,7778,598,4,pricing,"Good overall, but took a longer route.",2025-05-21 04:28:04.040489
1936,7792,4033,4,other,"Good overall, but took a longer route.",2025-05-21 07:19:58.119196
1937,7793,1477,5,other,Clean car and smooth ride. Will use again!,2025-05-21 04:41:46.284857
1938,7796,4672,4,route,Driver was okay but not very talkative.,2025-05-21 02:55:16.031561
1939,7799,4815,3,route,Terrible experience. Driver was rude.,2025-05-20 15:19:04.180847
1940,7804,374,5,route,Clean car and smooth ride. Will use again!,2025-05-21 05:55:17.765480
1941,7806,4420,5,pricing,Perfect experience from start to finish.,2025-05-20 10:18:05.926955
1942,7811,3183,4,other,"Good overall, but took a longer route.",2025-05-20 23:05:39.499873
1943,7813,4367,5,other,Perfect experience from start to finish.,2025-05-21 07:20:46.016166
1944,7817,2877,4,pricing,Driver was okay but not very talkative.,2025-05-21 13:44:22.584469
1945,7824,1862,5,other,Perfect experience from start to finish.,2025-05-20 12:03:08.449412
1946,7825,4274,5,driver,Clean car and smooth ride. Will use again!,2025-05-21 00:03:44.188040
1947,7828,2655,4,route,Driver was okay but not very talkative.,2025-05-20 23:44:07.997993
1948,7829,4247,4,route,Perfect experience from start to finish.,2025-05-21 02:52:08.222424
1949,7833,3977,4,pricing,Decent ride but car smelled like smoke.,2025-05-20 19:27:23.387183
1950,7836,3706,4,other,"Good overall, but took a longer route.",2025-05-21 00:31:16.437144
1951,7837,3580,5,route,Clean car and smooth ride. Will use again!,2025-05-21 03:38:32.715710
1952,7839,4814,4,driver,"Good overall, but took a longer route.",2025-05-21 03:57:05.970278
1953,7862,2217,4,vehicle,Driver was okay but not very talkative.,2025-05-21 03:03:01.683185
1954,7868,1697,4,vehicle,Driver was okay but not very talkative.,2025-05-21 16:42:08.807627
1955,7871,3808,4,other,Driver was okay but not very talkative.,2025-05-21 19:03:08.844757
1956,7874,3969,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-21 14:24:56.732103
1957,7885,377,5,pricing,Perfect experience from start to finish.,2025-05-20 15:46:43.224869
1958,7897,1166,4,pricing,"Good overall, but took a longer route.",2025-05-20 11:58:41.366382
1959,7899,3134,4,other,Driver was okay but not very talkative.,2025-05-21 00:21:10.065718
1960,7900,1359,5,vehicle,Perfect experience from start to finish.,2025-05-20 14:24:17.922982
1961,7904,149,4,route,Driver was okay but not very talkative.,2025-05-20 23:39:09.953067
1962,7906,713,4,pricing,Decent ride but car smelled like smoke.,2025-05-21 04:38:36.029390
1963,7915,4820,4,pricing,Decent ride but car smelled like smoke.,2025-05-22 13:01:54.192276
1964,7916,1419,3,driver,Terrible experience. Driver was rude.,2025-05-22 19:02:54.168294
1965,7925,1084,4,driver,Decent ride but car smelled like smoke.,2025-05-22 07:50:09.433101
1966,7926,2090,4,other,Driver was okay but not very talkative.,2025-05-21 16:51:22.541671
1967,7929,1644,4,driver,"Good overall, but took a longer route.",2025-05-22 10:45:26.218339
1968,7932,3616,6,driver,Excellent service! Driver was very professional.,2025-05-22 18:00:42.631039
1969,7935,2670,4,driver,Decent ride but car smelled like smoke.,2025-05-21 21:58:33.645944
1970,7938,4627,4,driver,Decent ride but car smelled like smoke.,2025-05-22 04:02:49.542666
1971,7939,983,5,vehicle,Perfect experience from start to finish.,2025-05-21 12:40:24.270185
1972,7940,4326,6,other,Perfect experience from start to finish.,2025-05-22 03:42:21.061792
1973,7941,3713,6,other,Perfect experience from start to finish.,2025-05-22 15:55:43.187477
1974,7942,4763,4,route,Driver was okay but not very talkative.,2025-05-22 03:31:37.678277
1975,7944,2715,4,route,"Good overall, but took a longer route.",2025-05-22 13:39:30.284491
1976,7957,1617,5,route,Clean car and smooth ride. Will use again!,2025-05-21 11:46:31.739080
1977,7966,2323,3,pricing,Overcharged for the distance traveled.,2025-05-21 21:18:38.113468
1978,7980,3364,5,pricing,Clean car and smooth ride. Will use again!,2025-05-21 18:31:51.294678
1979,7981,3502,5,driver,Clean car and smooth ride. Will use again!,2025-05-21 19:19:54.427819
1980,7982,2159,4,pricing,Perfect experience from start to finish.,2025-05-21 08:59:38.795559
1981,7983,1308,4,route,Driver was okay but not very talkative.,2025-05-21 09:40:12.965681
1982,7985,950,4,pricing,Driver was okay but not very talkative.,2025-05-21 06:04:18.981143
1983,7988,1245,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-21 21:17:23.636370
1984,7989,3512,4,route,Decent ride but car smelled like smoke.,2025-05-22 14:26:40.514811
1985,7995,2093,4,other,"Good overall, but took a longer route.",2025-05-22 18:38:05.439713
1986,7997,1611,5,pricing,Perfect experience from start to finish.,2025-05-22 05:12:09.369293
1987,8006,3889,4,other,Decent ride but car smelled like smoke.,2025-05-22 04:25:05.142731
1988,8010,4926,4,other,"Good overall, but took a longer route.",2025-05-22 03:40:11.113148
1989,8011,2179,4,driver,"Good overall, but took a longer route.",2025-05-22 13:21:41.243446
1990,8014,4968,4,other,Driver was okay but not very talkative.,2025-05-22 07:06:04.313615
1991,8016,4590,4,driver,Driver was okay but not very talkative.,2025-05-21 10:36:58.275820
1992,8021,709,4,driver,Decent ride but car smelled like smoke.,2025-05-22 02:04:51.799880
1993,8025,1995,5,other,Excellent service! Driver was very professional.,2025-05-22 07:42:56.517511
1994,8031,587,5,vehicle,Perfect experience from start to finish.,2025-05-21 23:53:10.652077
1995,8043,4228,4,route,"Good overall, but took a longer route.",2025-05-22 17:09:33.967367
1996,8044,3124,4,other,Decent ride but car smelled like smoke.,2025-05-22 11:17:20.084502
1997,8045,1466,4,other,Decent ride but car smelled like smoke.,2025-05-22 12:07:04.240391
1998,8046,963,5,route,Perfect experience from start to finish.,2025-05-22 06:57:22.257055
1999,8052,3436,4,route,Driver was okay but not very talkative.,2025-05-22 01:42:08.790939
2000,8055,1237,5,pricing,Clean car and smooth ride. Will use again!,2025-05-22 05:16:27.960705
2001,8056,4883,4,pricing,Perfect experience from start to finish.,2025-05-21 13:14:56.109687
2002,8057,3860,5,route,Perfect experience from start to finish.,2025-05-22 00:29:09.598943
2003,8065,1194,4,other,Decent ride but car smelled like smoke.,2025-05-21 17:36:02.473156
2004,8066,1355,4,pricing,Decent ride but car smelled like smoke.,2025-05-22 19:34:53.306070
2005,8078,3655,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-21 19:50:39.953304
2006,8079,1165,5,pricing,Clean car and smooth ride. Will use again!,2025-05-22 04:56:21.739774
2007,8084,1862,4,pricing,"Good overall, but took a longer route.",2025-05-21 18:36:16.831736
2008,8089,3403,4,driver,Driver was okay but not very talkative.,2025-05-21 17:12:30.260535
2009,8096,1121,5,pricing,Perfect experience from start to finish.,2025-05-22 17:38:07.773497
2010,8102,3120,4,driver,"Good overall, but took a longer route.",2025-05-21 20:48:27.092267
2011,8104,4550,5,other,Perfect experience from start to finish.,2025-05-22 01:24:03.871416
2012,8106,3976,4,vehicle,Clean car and smooth ride. Will use again!,2025-05-21 22:41:08.342469
2013,8110,1014,4,pricing,Driver was okay but not very talkative.,2025-05-22 14:06:25.483326
2014,8116,1296,4,other,Driver was okay but not very talkative.,2025-05-21 19:37:47.620506
2015,8118,2913,4,vehicle,Decent ride but car smelled like smoke.,2025-05-22 12:55:19.522014
2016,8123,4836,4,route,Decent ride but car smelled like smoke.,2025-05-21 17:23:30.087327
2017,8127,1238,5,driver,Excellent service! Driver was very professional.,2025-05-21 10:18:04.184007
2018,8134,4974,4,driver,Decent ride but car smelled like smoke.,2025-05-21 23:52:23.026835
2019,8137,1401,4,route,"Good overall, but took a longer route.",2025-05-22 03:15:44.525495
2020,8140,2447,4,driver,Driver was okay but not very talkative.,2025-05-22 01:29:43.215757
2021,8144,2720,3,vehicle,Terrible experience. Driver was rude.,2025-05-21 15:32:17.177151
2022,8152,1917,4,other,Decent ride but car smelled like smoke.,2025-05-21 23:42:19.897943
2023,8163,1985,5,route,Perfect experience from start to finish.,2025-05-22 19:43:37.951807
2024,8166,2600,5,route,Excellent service! Driver was very professional.,2025-05-22 18:10:42.848254
2025,8169,741,4,vehicle,Decent ride but car smelled like smoke.,2025-05-22 04:24:38.385470
2026,8171,3033,4,pricing,"Good overall, but took a longer route.",2025-05-23 03:04:15.440078
2027,8182,2736,4,vehicle,"Good overall, but took a longer route.",2025-05-23 03:01:06.954699
2028,8183,1948,4,pricing,Driver was okay but not very talkative.,2025-05-22 22:28:05.133802
2029,8187,1153,3,route,Terrible experience. Driver was rude.,2025-05-23 11:12:30.477487
2030,8188,700,4,pricing,Driver was okay but not very talkative.,2025-05-22 21:44:29.275930
2031,8194,1112,4,route,Decent ride but car smelled like smoke.,2025-05-23 18:47:34.797892
2032,8204,908,4,driver,Decent ride but car smelled like smoke.,2025-05-22 21:03:35.902886
2033,8209,4366,4,pricing,Decent ride but car smelled like smoke.,2025-05-22 20:22:48.331962
2034,8219,766,5,route,Perfect experience from start to finish.,2025-05-22 23:17:02.980445
2035,8220,241,4,pricing,Decent ride but car smelled like smoke.,2025-05-22 21:29:16.588504
2036,8222,4408,4,driver,"Good overall, but took a longer route.",2025-05-23 16:11:38.388169
2037,8227,449,5,vehicle,Perfect experience from start to finish.,2025-05-23 02:10:46.695025
2038,8240,1862,4,route,Decent ride but car smelled like smoke.,2025-05-23 17:26:06.738358
2039,8245,1813,4,route,Clean car and smooth ride. Will use again!,2025-05-23 05:56:22.114065
2040,8248,1976,4,pricing,"Good overall, but took a longer route.",2025-05-22 10:14:53.040987
2041,8260,2578,4,vehicle,Driver was okay but not very talkative.,2025-05-23 13:28:16.957048
2042,8264,3210,5,pricing,Clean car and smooth ride. Will use again!,2025-05-23 05:41:10.279413
2043,8265,1486,4,vehicle,"Good overall, but took a longer route.",2025-05-22 08:20:00.422984
2044,8267,3447,4,driver,Clean car and smooth ride. Will use again!,2025-05-22 23:53:13.474572
2045,8268,3699,5,pricing,Excellent service! Driver was very professional.,2025-05-22 18:27:13.443293
2046,8272,1246,3,route,Terrible experience. Driver was rude.,2025-05-22 18:15:47.859186
2047,8275,1244,4,driver,Perfect experience from start to finish.,2025-05-23 13:43:48.560610
2048,8276,1025,5,pricing,Clean car and smooth ride. Will use again!,2025-05-23 13:59:22.321305
2049,8285,4178,4,vehicle,Driver was okay but not very talkative.,2025-05-22 10:20:37.384178
2050,8288,4616,4,route,"Good overall, but took a longer route.",2025-05-22 15:56:42.182481
2051,8299,645,4,driver,Decent ride but car smelled like smoke.,2025-05-23 02:52:21.432827
2052,8313,4747,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-22 16:39:14.775578
2053,8314,647,5,other,Clean car and smooth ride. Will use again!,2025-05-23 20:06:19.791540
2054,8316,3040,5,driver,Clean car and smooth ride. Will use again!,2025-05-23 00:44:13.365804
2055,8321,2623,4,pricing,"Good overall, but took a longer route.",2025-05-22 13:50:16.350653
2056,8324,311,4,vehicle,Perfect experience from start to finish.,2025-05-23 04:56:26.859639
2057,8327,2226,4,other,"Good overall, but took a longer route.",2025-05-23 06:56:46.681827
2058,8328,1782,4,route,"Good overall, but took a longer route.",2025-05-22 09:13:27.211416
2059,8332,1946,4,vehicle,Decent ride but car smelled like smoke.,2025-05-23 00:38:25.559821
2060,8339,1026,3,vehicle,Car was dirty and uncomfortable.,2025-05-23 15:49:21.508841
2061,8342,3883,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-23 06:09:59.021047
2062,8343,986,4,route,Driver was okay but not very talkative.,2025-05-23 12:48:19.871137
2063,8344,1864,5,other,Perfect experience from start to finish.,2025-05-23 07:02:56.029803
2064,8349,1671,5,other,Excellent service! Driver was very professional.,2025-05-23 05:59:29.080889
2065,8353,4338,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-23 17:24:35.691865
2066,8358,2842,5,driver,Excellent service! Driver was very professional.,2025-05-23 14:13:44.984595
2067,8360,2602,6,route,Clean car and smooth ride. Will use again!,2025-05-23 06:06:47.197717
2068,8362,2776,4,route,Driver was okay but not very talkative.,2025-05-22 13:33:09.844239
2069,8363,4197,4,pricing,Driver was okay but not very talkative.,2025-05-22 01:12:00.433073
2070,8364,536,4,driver,Decent ride but car smelled like smoke.,2025-05-23 11:53:18.832096
2071,8368,1244,4,pricing,Decent ride but car smelled like smoke.,2025-05-22 02:15:50.520342
